components,disease_name,functions,indication,medicine_name,usage
本品为复方制剂，其组成成份为硫酸新霉素、地塞米松磷酸钠。,青光眼睫状体炎综合征,用于急、慢性结膜炎、角膜炎、巩膜炎等。,结膜炎角膜炎巩膜炎,复方硫酸新霉素滴眼液(五景),滴入眼睑内，一次1～2滴，一日4～6次。
本品的主要成份为阿米卡星，化学名称:O-3-氨基-3-脱氧-α-D-葡吡喃糖基-（1→6）-O-[6-氨基-6-...,巩膜炎,本品适用于结膜炎、角膜炎、巩膜炎等。,结膜炎角膜炎巩膜炎,阿米卡星滴眼液(晶牌),"滴眼。一次1～2滴,一日3～5次。"
本品每1毫升含硫酸新霉素3.0毫克、地塞米松磷酸钠1.0毫克、玻璃酸钠2.0毫克。,巩膜炎,用于急、慢性结膜炎、角膜炎、巩膜炎等。,结膜炎角膜炎巩膜炎,复方硫酸新霉素滴眼液(白云山),外用，滴眼。一次1-2滴，一日3-5滴。
普罗碘铵。,脉络膜炎,用于晚期肉芽肿或非肉芽肿性虹膜睫状体炎、视网膜脉络膜炎，眼底出血、玻璃体混浊、半...,,普罗碘铵,1结膜下注射一次0.1～0.2g，2～3日1次，5～7次为一疗程。2.肌内注射一次0.4g，每日或隔日1次...
丁二酸钠-6甲强的松龙,脉络膜炎,1.系统性红斑狼疮〔和狼疮性肾炎)；全身性皮肌炎(多发性肌炎)；风湿性心肌炎；风湿性多...,系统性红斑狼疮红斑狼疮狼疮性肾炎肾炎皮肌炎多发性肌炎心肌炎风湿性多肌痛天疱疮皮炎银屑病脂溢性皮炎过敏过敏性鼻炎鼻炎血清病支气管哮喘哮喘药物过敏接触性皮炎异位性皮炎眼部带状疱疹带状疱疹脉络膜炎交感性眼炎结膜炎角膜炎网膜炎视神经炎神经炎虹膜睫状体炎肉瘤肌痛疱疹剥脱性皮炎药物过敏反应溃疡,甲泼尼龙,成人·常规剂量·口服给药初始剂量为一次4-48mg，一日1次。具体用量可根据病种和病情来...
化学名：2-（2，4-二氟苯基）-1，3-双（1H-1，2，4-三氮唑基）-2-丙醇。,巩膜炎,敏感性真菌引起的真菌性角膜炎。,真菌性角膜炎角膜炎,氟康唑滴眼液(静达),滴眼。每日4～6次，重症每1～2小时一次，每次1～2滴。
枸杞子、菊花、熟地黄、山茱萸(制)、牡丹皮、山药、茯苓、泽泻。辅料为蜂蜜。,年龄相关性白内障,滋阴降火。用于阴虚火旺，潮热盗汗，口干咽痛，耳鸣遗精，小便短赤。,虚火盗汗口干咽痛耳鸣遗精小便短赤阴虚火旺潮热,杞菊地黄丸(浓缩丸)(杞菊地黄丸),口服。浓缩丸一次8丸，一日3次
本品含氧氟沙星，其化学名称为：()-9-氟-2，3-二氢-3-甲基-10-(4-甲基-1哌嗪基)-7-氧-7氢-吡啶...,细菌性角膜炎,适用于治疗细菌性结膜炎、角膜炎、角膜溃疡、泪囊炎、术后感染等外眼感染。,结膜炎角膜炎泪囊炎,氧氟沙星滴眼液(五景),滴于眼睑内，一次1滴，一日3次，或遵医嘱。
烟酸。,脉络膜炎,1.用于防治糙皮病等烟酸缺乏病。也用作血管扩张药，治疗高脂血症。也用于治疗血管...,系统性红斑狼疮红斑狼疮狼疮性肾炎肾炎皮肌炎多发性肌炎心肌炎风湿性多肌痛天疱疮皮炎银屑病脂溢性皮炎过敏过敏性鼻炎鼻炎血清病支气管哮喘哮喘药物过敏接触性皮炎异位性皮炎眼部带状疱疹带状疱疹脉络膜炎交感性眼炎结膜炎角膜炎网膜炎视神经炎神经炎虹膜睫状体炎肉瘤肌痛疱疹剥脱性皮炎药物过敏反应溃疡,烟酸,口服，成人，一次1/2-1片，一日3次。
"本品主要成分为头孢氨苄，其化学名为(6R,7R)-3-甲基-7-[(R)-2-氨基-2-苯乙酰氨基]-8-氧代-5-硫杂...",急性泪囊炎,适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌、肺炎杆菌、流感杆菌、痢疾...,肺炎喉炎尿路感染软组织感染咽喉炎,头孢氨苄胶囊,成人剂量：口服，一般一次250～500mg（2~4粒），一日4次，高剂量一日4g（32粒）。肾功能减...
"本品主要成份及化学名称为：普罗碘铵。其化学名称：二碘化（2-羟基-1,3-亚丙基）",脉络膜炎,用于晚期肉芽肿或非肉芽肿性虹膜睫状体炎、视网膜脉络膜炎，眼底出血、玻璃体混浊、半...,虹膜睫状体炎脉络膜炎玻璃体混浊视神经炎神经炎肉芽肿,普罗碘铵注射液,1结膜下注射一次0.1～0.2g，2～3日1次，5～7次为一疗程。2肌内注射一次0.4g，每日或隔日1次...
"本品主要成份及化学名称为：普罗碘铵。其化学名称：二碘化（2-羟基-1,3-亚丙基）双（三...",脉络膜炎,用于晚期肉芽肿或非肉芽肿性虹膜睫状体炎、视网膜脉络膜炎，眼底出血、玻璃体混浊、半...,虹膜睫状体炎脉络膜炎玻璃体混浊视神经炎神经炎肉芽肿,普罗碘铵注射液,1结膜下注射一次0.1～0.2g，2～3日1次，5～7次为一疗程。2肌内注射一次0.4g，每日或隔日1次...
鲜守宫、鲜金钱白花蛇、鲜蕲蛇。含有种游离氨基酸、种水解氨基酸及多肽、酶、核苷酸、...,脉络膜炎,破瘀散结，解郁通络。用于原发性肝癌血瘀郁结证，症见右胁下积块，胸胁疼痛，神疲乏力...,疼痛神疲乏力疲乏乏力腹胀纳差原发性肝癌肝癌,金龙胶囊(李建生),口服。一次4粒，一日3次。
本品主要成份是头孢妥仑匹酯化学名为：（-）-（6R，7R）-2，2-二甲基丙酰氧甲基7-[（Z）-2-...,急性泪囊炎,葡萄球菌属、链球菌属、消化链球菌属、卡他布兰汉氏球菌、痤疮丙酸杆菌、大肠杆菌、枸...,痤疮毛囊炎丹毒蜂窝织炎化脓性甲沟炎甲沟炎乳腺炎喉炎急性支气管炎支气管炎气管炎扁桃体炎扁桃体周围脓肿慢性支气管炎支气管扩张肺炎肾盂肾炎肾炎膀胱炎胆囊炎胆管炎附件炎前庭大腺炎中耳炎副鼻窦炎鼻窦炎麦粒肿泪囊炎疖肿脓疱脓肿咽喉炎继发感染眼睑脓肿,头孢妥仑匹酯片(美爱克),口服。常用量：一次200mg（2片），1日2次，饭后服用。随年龄及症状适宜增减。
"本品主要成分为头孢氨苄，其化学名为(6R,7R)-3-甲基-7-[(R)-2-氨基-2-苯乙酰氨基]-8-氧代-5-硫杂...",急性泪囊炎,适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌、肺炎杆菌、流感杆菌、痢疾...,肺炎喉炎尿路感染软组织感染咽喉炎,头孢氨苄胶囊,成人剂量：口服，一般一次250～500mg（2~4粒），一日4次，高剂量一日4g（32粒）。肾功能减...
本品的主要成为头孢妥仑匹酯。,急性泪囊炎,葡萄球菌属、链球菌属、消化链球菌属、卡他布兰汉氏球菌、痤疮丙酸杆菌、大肠杆菌、枸...,痤疮毛囊炎丹毒蜂窝织炎化脓性甲沟炎甲沟炎乳腺炎喉炎急性支气管炎支气管炎气管炎扁桃体炎扁桃体周围脓肿慢性支气管炎支气管扩张肺炎肾盂肾炎肾炎膀胱炎胆囊炎胆管炎附件炎前庭大腺炎中耳炎副鼻窦炎鼻窦炎麦粒肿泪囊炎疖肿脓疱脓肿咽喉炎继发感染眼睑脓肿,头孢妥仑匹酯片(美爱克),口服。常用量：一次200mg（2片），1日2次，饭后服用。随年龄及症状适宜增减。
本品主要成份是头孢妥仑匹酯化学名为：（-）-（6R，7R）-2，2-二甲基丙酰氧甲基7-[（Z）-2-...,急性泪囊炎,葡萄球菌属、链球菌属、消化链球菌属、卡他布兰汉氏球菌、痤疮丙酸杆菌、大肠杆菌、枸...,痤疮毛囊炎丹毒蜂窝织炎化脓性甲沟炎甲沟炎乳腺炎喉炎急性支气管炎支气管炎气管炎扁桃体炎扁桃体周围脓肿慢性支气管炎支气管扩张肺炎肾盂肾炎肾炎膀胱炎胆囊炎胆管炎附件炎前庭大腺炎中耳炎副鼻窦炎鼻窦炎麦粒肿泪囊炎疖肿脓疱脓肿咽喉炎继发感染眼睑脓肿,头孢妥仑匹酯片(美爱克),口服。常用量：一次200mg（2片），1日2次，饭后服用。随年龄及症状适宜增减。
"本品主要成分为头孢氨苄，其化学名为(6R,7R)-3-甲基-7-[(R)-2-氨基-2-苯乙酰氨基]-8-氧代-5-...",急性泪囊炎,适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌、肺炎杆菌、流感杆菌、痢疾...,肺炎喉炎尿路感染软组织感染咽喉炎,头孢氨苄胶囊,口服：成年人及体重20Kg以上儿童，常用量每日1～2g，分2次于早、晚餐后口服。20Kg体重...
"本品主要成分为头孢克洛，其化学名为(6R,7R)-7-[(R)-2-氨基-2-苯乙酰氨基]-3-氯-8-氧代-5-硫杂-1-...",急性泪囊炎,本品适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌、肺炎杆菌、流感杆菌、...,溶血肺炎痢疾扁桃体炎喉炎支气管炎气管炎支气管肺炎哮喘支气管扩张慢性肾盂肾炎肾盂肾炎肾炎膀胱炎前列腺炎中耳炎鼻窦炎骨膜炎骨髓炎急性泪囊炎泪囊炎毛囊炎丹毒脓疱病痤疮乳腺炎淋巴管炎咽喉炎脓肿蜂窝组织炎脓疱创伤,头孢克洛缓释片(希优洛),口服，成年人常用剂量为一次375mg(一次1片)，一日2次，重症患者剂量加倍。
本品主要成份为丙酸交沙霉素。分子式:C45H73NO16分子量:884.07,急性泪囊炎,1.用于葡萄球菌、溶血性链球菌、肺炎球菌、流感杆菌和支原体引发的下列感染症：脓皮并...,溶血肺炎喉炎泪囊炎急性支气管炎支气管炎气管炎支气管肺炎猩红热中耳炎副鼻窦炎鼻窦炎骨膜炎骨炎上颌窦炎脓肿蜂窝组织炎咽喉炎齿龈炎,丙酸交沙霉素颗粒(贝贝莎),"1.本品的调制方法:每袋加热水3毫升搅拌悬浊状液体服用.2.口服,小儿按体重一日30毫克/千克..."
"本品主要成分为头孢克洛，其化学名为(6R,7R)-7-[(R)-2-氨基-2-苯乙酰氨基]-3-氯-8-氧代-5-硫杂-1-...",急性泪囊炎,本品适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌肺炎杆菌、流感杆菌、痢...,溶血肺炎痢疾扁桃体炎喉炎支气管炎气管炎支气管肺炎哮喘支气管扩张慢性肾盂肾炎肾盂肾炎肾炎膀胱炎前列腺炎中耳炎鼻窦炎骨膜炎骨髓炎急性泪囊炎泪囊炎毛囊炎丹毒脓疱病痤疮乳腺炎淋巴管炎咽喉炎脓肿蜂窝组织炎脓疱创伤,头孢克洛缓释片(施华洛),口服。肺炎：一次750mg，一日2次。其他感染：一次375mg，一日2次。对于链球菌A族引起的感...
本品主要成分为头孢克洛。分子式：C15H14ClN3O4S·H2O分子量：385.82,急性泪囊炎,本品适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌肺炎杆菌、流感杆菌、痢...,溶血肺炎痢疾扁桃体炎喉炎支气管炎气管炎支气管肺炎哮喘支气管扩张慢性肾盂肾炎肾盂肾炎肾炎膀胱炎前列腺炎中耳炎鼻窦炎骨膜炎骨髓炎急性泪囊炎泪囊炎毛囊炎丹毒脓疱病痤疮乳腺炎淋巴管炎咽喉炎脓肿蜂窝组织炎脓疱创伤,头孢克洛缓释片(帅先),口服。肺炎：一次750mg，一日2次。其他感染：一次375mg，一日2次。对于链球菌A族引起的感...
丁二酸钠-6甲强的松龙,交感性眼炎,系统性红斑狼疮〔和狼疮性肾炎）；全身性皮肌炎（多发性肌炎）；急性风湿性心肌炎；风...,系统性红斑狼疮红斑狼疮狼疮性肾炎肾炎皮肌炎多发性肌炎心肌炎风湿性多肌痛天疱疮皮炎银屑病脂溢性皮炎过敏过敏性鼻炎鼻炎血清病支气管哮喘哮喘药物过敏接触性皮炎异位性皮炎眼部带状疱疹带状疱疹脉络膜炎交感性眼炎结膜炎角膜炎网膜炎视神经炎神经炎虹膜睫状体炎肉瘤肌痛疱疹剥脱性皮炎药物过敏反应溃疡,甲泼尼龙,成人·常规剂量·口服给药初始剂量为一次4-48mg，一日1次。具体用量可根据病种和病情来...
本品主要成份为头孢氨苄。,急性泪囊炎,本品适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌、肺炎杆菌、流感杆菌、...,溶血肺炎痢疾扁桃体炎喉炎支气管炎气管炎哮喘支气管扩张慢性肾盂肾炎肾盂肾炎肾炎膀胱炎前列腺炎中耳炎鼻窦炎骨膜炎骨髓炎急性泪囊炎泪囊炎毛囊炎丹毒脓疱病痤疮乳腺炎淋巴管炎咽喉炎脓肿蜂窝组织炎脓疱创伤,头孢氨苄缓释片(美丰),成年人及体重20公斤以上儿童，常用量每日1-2克(或4-8片)，一天剂量分2次口服(每次2-4片)。...
本品为复方制剂，每10毫升含牛磺酸100毫克、氨基己酸100毫克、门冬氨酸15．5毫克、马来酸...,交感性眼炎,主要用于15岁以下儿童，以缓解视疲劳和慢性结膜炎或伴有结膜充血者。,结膜炎疲劳结膜充血充血,复方牛磺酸滴眼液(小乐敦),滴眼，一次1-2滴，一日4-6次。
本品主要成份为头孢克洛。,急性泪囊炎,本品适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌、肺炎杆菌、流感杆菌、...,溶血肺炎痢疾扁桃体炎喉炎支气管炎气管炎支气管肺炎哮喘支气管扩张慢性肾盂肾炎肾盂肾炎肾炎膀胱炎前列腺炎中耳炎鼻窦炎骨膜炎骨髓炎急性泪囊炎泪囊炎毛囊炎丹毒脓疱病痤疮乳腺炎淋巴管炎咽喉炎脓肿蜂窝组织炎脓疱创伤,头孢克洛缓释片(新达罗),口服，成年人常用剂量为一次375mg(一次1片)，一日2次，重症患者剂量加倍。
本品主要成份为：盐酸米诺环素。其化学名称为：4，7-双（二甲氨基）-1，4，4a，5，5a，6，...,急性泪囊炎,本品适用于因葡萄球菌、链球菌、肺炎球菌、淋病奈瑟菌、痢疾杆菌、大肠埃希菌、克雷伯...,肺炎淋病痢疾梅毒尿道炎非淋菌性尿道炎前列腺炎膀胱炎睾丸炎肾盂肾炎肾炎痤疮扁桃体炎肩周炎毛囊炎甲沟炎鸡眼咽炎泪囊炎睑缘炎麦粒肿牙龈炎外阴炎阴道炎乳腺炎颌下腺炎骨髓炎骨炎慢性支气管炎支气管炎气管炎支气管扩张支气管肺炎细菌性肺炎中耳炎副鼻窦炎鼻窦炎肠炎食物中毒胆管炎胆囊炎腹膜炎血症菌血症疖肿蜂窝组织炎囊肿脓肿创伤喘息,盐酸米诺环素胶囊(玫满),口服。成人首次剂量为0.2克，以后第12或24小时再服用0.1克，或遵医嘱。寻常性痤疮每次50毫...
盐酸左氧氟沙星。,细菌性角膜炎,本品适用于治疗敏感细菌引起的细菌性结膜炎、细菌性角膜炎。,结膜炎细菌性角膜炎角膜炎,盐酸左氧氟沙星滴眼液(联邦左福康),将本品滴入患眼的结膜囊内。每日3－5次，每次1－2滴。推荐疗程：细菌性结膜炎7天、细菌...
盐酸左氧氟沙星。化学名称：（S）-（-）-9-氟-2，3-二氢-3-甲基-10-（4-甲基-1-哌嗪基）-7-氧-7...,细菌性角膜炎,本品适用于治疗敏感细菌引起的细菌性结膜炎、细菌性角膜炎。,结膜炎细菌性角膜炎角膜炎,盐酸左氧氟沙星滴眼液(视邦),将本品滴入患眼的结膜囊内。每日3－5次，每次1－2滴。推荐疗程：细菌性结膜炎7天、细菌...
盐酸左氧氟沙星。化学名称：（S）-（-）-9-氟-2，3-二氢-3-甲基-10-（4-甲基-1-哌嗪基）-7-氧-7...,细菌性角膜炎,本品适用于治疗敏感细菌引起的细菌性结膜炎、细菌性角膜炎。,结膜炎细菌性角膜炎角膜炎,盐酸左氧氟沙星滴眼液(朗悦),将本品滴入患眼的结膜囊内。每日3－5次，每次1－2滴。推荐疗程：细菌性结膜炎7天、细菌...
"主要化学成分为头孢氨苄：(6R,7R)-3-甲基-7-[(R)-2-氨基-2-苯乙酰氨基]-8-氧代-5-硫杂-1-氮杂双环...",急性泪囊炎,适用于金黄色葡萄球菌、溶血性链球菌、肺炎球菌、大肠杆菌、肺炎杆菌、流感杆菌、痢疾...,溶血肺炎痢疾扁桃体炎喉炎支气管炎气管炎支气管肺炎哮喘支气管扩张慢性肾盂肾炎肾盂肾炎肾炎膀胱炎前列腺炎中耳炎鼻窦炎骨膜炎颌骨骨髓炎骨髓炎急性泪囊炎泪囊炎毛囊炎丹毒痤疮乳腺炎淋巴管炎咽喉炎脓肿蜂窝组织炎脓疱创伤,头孢氨苄缓释胶囊(申嘉),口服：成年人及体重20Kg以上儿童，常用量每日1～2g，分2次于早、晚餐后口服。20Kg体重以下...
盐酸左氧氟沙星,细菌性角膜炎,本品适用于治疗敏感细菌引起的细菌性结膜炎、细菌性角膜炎。,结膜炎细菌性角膜炎角膜炎,盐酸左氧氟沙星滴眼液(海伦),将本品滴入患眼的结膜囊内。每日3－5次，每次1－2滴。推荐疗程：细菌性结膜炎7天、细菌...
